Centro de Investigación y de Estudios Avanzados del IPN
Design of Combinational Logic Circuits using Particle Swarm Optimization
Department of Electrical Engineering - Computing Section
Erika Hernández Luna  eluna@computacion.cs.cinvestav.mx

Statistics of the results obtained in all program runs

     Processed File:,   ./data_files/experiment2.dta
   Population Size:,   200
Number of Generations:,   1000
                 Phi 1:, 2.000
                 Phi 2:, 2.000
                  Vmax:, 4.000
Mutation Percentage:, 2.000
  Number of Gates:,   5
        Cardinality:,   10
Rows in the Matrix:,   5
Columns in the Matrix:,   5
       Neighborhood:,   3
   Representation:, Integer B

Run,Mean Fitness,Generation,Best Chromosome,Fitness,Worst Chromosome,Fitness,Standard Deviation,Variance, Expression
10,13.32356000,162,'3 0 2 2 0 4 2 1 4 1 3 4 1 4 3 1 3 0 3 0 1 2 1 3 3 3 1 4 4 2 0 2 1 2 1 1 3 4 0 0 1 3 1 3 1 0 4 4 0 1 0 0 0 1 2 3 4 3 1 3 0 3 1 0 0 2 0 0 0 3 0 4 4 1 3 ,15.00000000,'0 4 0 1 4 3 2 2 2 2 3 3 4 4 1 2 2 1 4 2 2 4 3 3 1 2 3 3 0 1 3 2 3 4 4 4 3 2 2 4 0 2 4 3 1 0 2 4 3 4 3 2 2 0 0 4 0 4 1 3 4 3 0 4 1 3 1 0 4 3 2 1 2 2 1 ,8.00000000,1.15696972,1.338578926398,(OR1 (XOR1 (OR1 (AND1 (XOR1 C A) (XOR1 B D)) (WIRE (XOR1 C B))) (OR1 (OR1 (XOR1 B D) (NOT1 D)) (OR1 (XOR1 B D) (XOR1 B D)))) (XOR1 (AND1 (OR1 (XOR1 B D) (XOR1 B D)) (NOT1 (WIRE B))) (WIRE (AND1 (XOR1 C A) (XOR1 B D)))))
11,14.27039000,479,'1 2 1 1 1 0 3 3 3 0 2 1 4 3 0 3 3 0 2 1 0 0 0 1 1 4 4 1 2 4 2 0 3 3 3 1 2 0 0 0 1 2 4 4 3 3 4 0 2 1 2 1 4 0 3 2 2 2 1 0 1 2 4 2 1 2 4 4 4 1 4 3 1 1 0 ,32.00000000,'1 1 4 1 3 2 3 3 0 2 3 4 1 1 2 3 1 4 4 4 0 0 3 3 0 1 0 4 4 1 2 4 2 1 0 3 2 0 3 1 0 0 0 1 3 2 3 3 2 3 1 2 4 0 3 0 1 4 1 2 3 3 2 3 2 1 1 4 4 2 0 3 4 2 0 ,8.00000000,4.35329981,18.951219247901,(XOR1 (NOT1 (AND1 (OR1 (OR1 B C) (OR1 B C)) (AND1 (OR1 A C) (OR1 A C)))) (AND1 (OR1 (XOR1 (AND1 B B) (AND1 A D)) (XOR1 (AND1 B B) (AND1 A D))) (WIRE (XOR1 (AND1 B B) (WIRE D)))))
12,13.44744000,290,'2 4 3 1 3 1 0 1 2 1 1 2 3 2 4 4 4 2 0 4 0 0 2 1 1 3 4 1 1 1 0 4 3 1 2 0 2 4 0 0 4 2 2 3 3 2 2 1 4 0 1 2 3 4 0 1 4 2 3 1 2 1 2 0 2 4 2 3 2 2 4 0 0 0 1 ,15.00000000,'0 3 0 4 0 4 2 0 0 3 4 1 3 4 3 3 1 2 1 0 4 1 0 2 2 0 3 4 1 3 0 1 1 3 0 4 4 4 1 2 1 2 3 0 3 0 0 4 3 1 1 4 3 4 1 2 4 3 1 4 1 1 1 1 2 3 1 2 0 2 2 0 0 3 0 ,8.00000000,1.16597918,1.359507446400,(NOT1 (XOR1 (AND1 (OR1 (WIRE C) (NOT1 A)) (OR1 (OR1 B D) (OR1 B D))) (NOT1 (NOT1 (XOR1 D C)))))
13,13.77743500,722,'3 0 1 3 1 4 4 1 0 2 0 4 2 0 3 3 3 2 1 2 4 3 0 4 1 4 3 4 4 3 2 3 3 3 4 3 1 4 1 1 3 3 2 0 2 2 2 2 1 2 2 2 2 2 1 0 0 2 3 3 3 2 1 4 2 4 4 2 2 1 3 1 1 4 3 ,31.00000000,'0 4 0 1 2 1 1 1 4 2 4 2 1 0 3 0 1 0 3 0 2 1 4 3 2 2 4 2 1 2 1 1 3 1 0 0 3 3 4 1 4 1 2 3 1 0 3 4 2 3 3 0 2 0 0 2 3 4 2 3 2 4 2 1 4 2 2 2 4 1 1 0 2 3 1 ,8.00000000,2.39033676,5.713709820775,(OR1 (AND1 (WIRE (WIRE (XOR1 D B))) (WIRE (XOR1 (XOR1 C A) (OR1 D A)))) (NOT1 (OR1 (XOR1 (XOR1 D B) (AND1 A B)) (WIRE (WIRE C)))))
14,13.92371500,397,'4 1 0 3 0 0 1 2 4 2 2 1 1 3 0 0 2 2 4 1 1 2 2 3 3 3 3 1 3 4 1 3 2 1 1 1 0 2 0 1 0 2 2 3 2 2 1 3 0 3 3 2 1 3 2 2 4 0 0 0 0 4 4 2 2 2 3 3 2 0 4 3 1 1 0 ,32.00000000,'4 0 3 3 0 4 3 3 1 0 4 1 1 2 4 2 4 3 4 3 2 0 0 0 2 4 4 0 1 4 3 2 2 2 1 1 2 2 0 4 3 4 2 0 1 0 0 0 3 3 4 4 4 0 2 4 0 1 1 3 0 0 4 0 2 2 2 3 4 1 4 4 2 1 3 ,8.00000000,3.23735627,10.480475598774,(XOR1 (WIRE (AND1 (NOT1 (AND1 A B)) (WIRE (XOR1 B C)))) (AND1 (NOT1 (OR1 (AND1 B D) (AND1 D A))) (NOT1 (OR1 (AND1 B D) (AND1 D A)))))
15,13.46177500,214,'2 4 1 2 2 2 3 3 1 3 0 3 1 3 3 2 0 4 3 4 1 2 1 1 0 2 4 1 1 0 0 2 2 2 3 0 0 0 2 1 2 3 1 3 4 2 4 0 3 4 0 1 1 0 4 2 2 2 0 1 2 3 1 1 4 1 1 4 4 2 2 0 1 0 3 ,15.00000000,'1 4 4 1 0 3 1 3 1 1 1 2 0 1 3 4 2 3 4 3 1 1 3 4 3 4 1 3 1 3 3 1 3 1 3 4 1 4 4 1 1 4 3 4 0 4 3 1 2 0 3 0 3 4 4 1 3 1 4 3 0 1 3 4 3 1 3 2 4 0 0 2 0 3 0 ,8.00000000,1.09486020,1.198718849372,(OR1 (AND1 (AND1 (OR1 (OR1 D D) (NOT1 C)) (XOR1 (OR1 C A) (OR1 D D))) (AND1 (OR1 (OR1 D D) (NOT1 C)) (XOR1 (OR1 C A) (OR1 D D)))) (NOT1 (XOR1 (OR1 (WIRE D) (WIRE B)) (XOR1 (OR1 C A) (OR1 D D)))))
16,13.12897500,409,'2 2 1 1 3 4 1 0 2 0 2 2 3 0 0 2 1 2 3 3 1 0 4 2 0 4 0 1 2 3 0 4 1 3 0 1 4 0 2 1 2 0 3 0 1 0 4 0 1 2 2 4 2 0 3 1 4 1 2 0 3 4 4 0 2 1 0 4 0 1 3 0 4 0 2 ,15.00000000,'4 0 1 1 1 1 3 1 1 1 2 1 1 0 2 1 4 1 2 3 0 2 4 3 4 0 3 3 4 1 0 2 1 1 1 0 3 0 3 0 1 1 3 0 1 0 2 1 3 1 1 0 0 3 1 2 3 1 4 0 0 1 3 1 3 2 2 2 3 3 0 1 1 0 1 ,8.00000000,1.24969214,1.561730449375,(XOR1 (XOR1 (AND1 (OR1 (NOT1 A) (NOT1 A)) (NOT1 (OR1 C C))) (OR1 (AND1 (OR1 C C) (AND1 D A)) (NOT1 (NOT1 B)))) (AND1 (OR1 (AND1 (OR1 C C) (AND1 D A)) (NOT1 (NOT1 B))) (NOT1 (WIRE (XOR1 B D)))))
17,13.53261000,289,'3 4 3 2 1 1 0 2 4 4 1 1 1 0 0 0 1 2 3 0 1 0 0 1 2 0 1 4 2 1 1 4 0 0 4 0 0 1 1 3 0 1 2 3 3 1 2 2 1 0 1 1 2 3 0 4 4 3 4 0 3 4 3 2 0 2 2 4 3 3 3 4 3 3 3 ,15.00000000,'1 4 1 4 2 4 4 4 2 2 4 3 2 2 2 0 3 3 1 4 2 3 3 0 0 3 2 0 3 0 3 1 0 4 3 0 3 1 1 1 1 0 3 3 0 3 1 1 4 3 1 1 0 0 4 2 4 3 4 3 1 1 4 1 3 4 0 4 0 2 3 4 3 3 3 ,8.00000000,1.08712308,1.181836587900,(WIRE (XOR1 (AND1 (OR1 (OR1 A B) (WIRE D)) (OR1 (AND1 B A) (XOR1 A C))) (WIRE (OR1 (WIRE D) (WIRE D)))))
18,13.55761500,261,'1 0 2 2 1 1 4 2 1 3 0 3 0 4 1 1 2 2 3 2 4 1 3 0 0 1 0 1 2 1 1 1 2 3 1 4 1 1 3 4 1 1 1 2 4 4 3 1 2 4 1 3 1 4 3 4 2 4 0 4 2 1 2 1 1 0 2 0 2 0 0 2 1 1 2 ,15.00000000,'2 0 0 4 1 4 1 1 1 3 0 3 0 4 4 0 4 2 0 2 4 0 3 3 4 2 3 0 2 0 3 0 4 0 1 0 1 3 2 0 1 3 3 0 0 3 4 4 1 0 2 4 4 0 1 3 0 1 3 1 0 4 3 3 1 0 0 0 0 0 0 3 2 4 3 ,8.00000000,0.93332230,0.871090511774,(NOT1 (XOR1 (OR1 (OR1 (OR1 C B) (OR1 A C)) (XOR1 (WIRE D) (OR1 A C))) (XOR1 (AND1 (NOT1 B) (OR1 C B)) (XOR1 (WIRE D) (OR1 A C)))))
19,14.28536500,520,'2 0 1 1 2 0 3 0 2 1 0 1 2 2 1 2 1 1 3 3 0 3 1 3 1 4 4 2 0 4 1 4 0 2 2 1 3 2 3 0 1 2 0 2 0 1 1 1 2 2 2 2 2 4 4 4 3 2 0 4 4 0 2 4 0 3 4 3 4 2 1 3 3 2 1 ,32.00000000,'1 2 1 1 4 3 0 0 1 3 0 1 2 2 0 3 3 3 0 0 3 2 3 2 2 1 0 2 0 3 4 2 3 4 2 1 4 0 2 2 3 1 0 0 1 3 2 1 1 2 1 2 2 3 0 1 4 3 1 0 2 0 4 1 0 1 0 0 0 1 2 1 0 0 2 ,8.00000000,4.27074371,18.239251816773,(NOT1 (XOR1 (WIRE (XOR1 (AND1 B C) (OR1 C C))) (AND1 (AND1 (OR1 B A) (OR1 B A)) (XOR1 (NOT1 D) (OR1 C A)))))
